cultivar_name,cultivar_id,color_0,color_1,color_2,image_link
rosa,1,"[355, 50, 54]","[343, 50, 66]",,https://www.provenwinners.com/sites/provenwinners.com/files/ifa_upload/rosa_reminiscent_coral_dsc04183.jpg
